individual_id,scenario,day_0,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31,day_32,day_33,day_34,day_35,day_36,day_37,day_38,day_39,day_40,day_41,day_42,day_43,day_44,day_45,day_46,day_47,day_48,day_49,day_50,day_51,day_52,day_53,day_54,day_55,day_56,day_57,day_58,day_59,day_60,day_61,day_62,day_63,day_64,day_65,day_66,day_67,day_68,day_69,day_70,day_71,day_72,day_73,day_74,day_75,day_76,day_77,day_78,day_79,day_80,day_81,day_82,day_83,day_84,day_85,day_86,day_87,day_88,day_89,day_90,day_91,day_92,day_93,day_94,day_95,day_96,day_97,day_98,day_99
0,A,117.89095941920169,116.70445395279927,115.23748821884539,116.02606470628409,113.79226920058935,115.12970683470219,114.34899651315985,111.77016063148304,108.60727602472208,108.65629255339287,106.6853689040882,109.80632830488166,110.82295924187615,110.3046135725891,110.44534618025949,113.57190386774909,113.01192957977929,113.55455676345333,112.39177803256158,113.27556968370692,110.96040667321626,109.72639661272818,111.76147716855468,113.80243296182032,116.36203562051487,114.60874808574228,117.88116198507772,116.38524116315388,116.56154508796659,115.12384864162523,111.07192146253578,109.4584709700837,107.46589733068491,107.18441106021736,110.58129112866611,106.49355005353554,107.77136560780137,108.5277847299175,106.36895747930402,103.91875479798483,107.55448236226843,108.75455651558747,107.34231066435,111.02752128970195,108.57927217660793,109.04638532515015,107.5608844144909,107.7165823444498,107.80804308730002,108.8187150618675,110.59733233746879,109.86695349431098,109.89136694838342,110.82785023046992,108.12427250398318,107.11924777790732,106.81163665357677,109.55365864888302,110.25058771492161,112.18382398135658,112.37726272164123,110.81055381220116,107.03191987131476,108.89842125179653,107.46000500589523,108.06313693150022,103.34850193746212,106.0492209541432,106.98009966407984,104.11498143347501,102.75137155392189,101.37708879604608,100.24613074622367,98.52122636268179,98.0638382458689,97.46351218929217,96.53850671156718,100.52159754530102,101.114336062924,101.2152473349905,101.38415772215089,101.73390277506958,99.59198342780213,101.53191186208858,101.5106632630239,102.45137915697467,101.32669164701635,102.93226442179568,104.28058974293279,102.21613325940395,102.40819755500075,103.6886733846408,105.79581691354643,104.61571274871504,102.73691363811582,107.65762552301314,109.05415733616508,110.17070221503766,111.12873019478427,112.16222926381714
1,A,83.44698476430821,83.5812500102528,85.06319695624897,84.22831480363462,84.70341186868244,82.86259802790325,81.65855683611449,79.51217138176531,80.90265486606893,82.0534936500626,79.68778123219447,79.77502405603397,79.80703972234495,77.38276651576999,74.31511106890852,71.35847015569331,67.74130326428083,71.28818815372934,70.18638276847489,71.07014737110022,73.02344013738077,73.1811474744846,75.78684423643038,72.03529390904596,73.95232255807645,74.8843302763916,74.58670128754193,77.60920035323673,79.35535926211715,78.53846331373428,76.14676983244067,79.75691817345873,82.2870471222743,78.11244262335498,80.72063104235099,83.51608221018132,86.46037454940988,85.20128413717168,88.00388070429756,88.63842599525978,84.55663526898675,83.58053581796823,84.46010219300287,84.13417182161012,83.06970285845124,84.57189219125222,86.5557978141216,81.60387726732627,84.2457478057123,83.57339346757765,81.86860170028659,79.80132258707081,78.98344335136782,80.32611586323179,79.70046206298166,80.69667096635682,78.29186715201413,79.20534217338188,76.96330128184586,72.90110368782655,71.15893229144162,72.84226611906172,71.41939148601435,69.90671823117408,69.10715515131734,68.10161742967546,66.72423072959305,67.05429969509217,69.97452240057788,72.52643984463856,70.79301787868503,67.70893444330089,66.9806854221167,65.28691215488172,65.4879672020222,65.0226477976218,63.562491577408785,59.56923740551305,57.67587233573976,54.52146805189954,53.85472477337002,54.60271601195963,51.692827339348604,53.80325020929906,57.751579454818575,56.73849127671186,59.33545251961153,60.08504977448646,62.22716794561856,64.34957063279032,63.84671670477817,63.943412550173264,64.88127005761986,66.63391256543989,68.80923240198257,65.58046684720092,69.32424982731884,72.5597463065504,69.2051922052215,72.72049691779208
2,A,80.43588956259245,80.94434818074082,78.25853781573691,80.30340133916944,79.54522821172554,78.59988490167154,82.01899934810939,80.59164318266593,77.10836319799408,76.92797175840188,75.45462512633883,76.49292858949745,80.54836554355087,81.4160571461317,80.4050471794921,80.66175359592442,76.4045670137114,75.76760292150963,75.52951678578775,74.1429567533307,73.77244578605892,71.8189895143923,70.81138633288326,67.34131581311311,67.77256321509172,68.028386548582,66.23846250658265,65.7198077526565,65.80365706987669,67.64840677195912,69.1149525002708,69.90749296100411,67.53872588025376,66.41904515513939,69.54779500295504,71.58700940135606,70.43373902239354,69.2928200332343,73.44719678150284,70.63830770942813,73.53255208451658,74.37246803897295,74.45710019822253,71.30109592059551,74.11070668515354,77.19836234075257,79.11489900078242,77.33151788153624,75.16435310898514,74.03500919676993,76.72747287801,77.08303800031803,78.68480113440526,77.21367852695856,78.30088872398119,78.61286832150086,78.85274716230244,76.26447508566592,75.2854683579248,75.54687730417909,75.61668740625963,76.5368834129648,76.29819773020263,73.52678416404527,74.611210156006,75.37461372888635,78.09492023665454,80.48415429173701,79.9506338236737,80.32879781863593,79.64157044383813,82.51752599774453,83.21180425439341,85.87356498409767,85.12690288856345,80.22822322662047,77.34389047978001,73.45908066201339,74.48724579892246,77.11677113958072,75.40753871585454,73.83637412776645,76.53167245011495,74.22898421865601,74.31079970603001,74.90349226482773,73.86420801214358,72.60616928822918,74.25619891480693,76.7764022720842,74.4722980460124,74.21798744015099,72.6344621093057,72.78511271949384,75.5384068280866,79.0321245716267,78.89137631885704,80.60617562592714,78.45258038680542,81.59716891870181
3,A,94.32487560642912,93.10843110044674,91.42928513784888,89.94952405990823,92.51885333455026,91.90242172422758,94.15232608123776,98.02221610416113,99.15929292158238,99.43034104863308,100.8052497883311,103.87888255436684,106.27972287327454,103.86787757612977,103.98129146883221,107.53401538735214,105.85261232216392,105.27803188222879,100.00834779982,101.68094775624479,103.15671908990836,103.31716919892594,104.60384082584046,104.1051551265673,105.01433571243308,106.43648232445534,109.47327889407617,107.95477474149416,109.51847830244482,111.77162298843818,114.68524070729717,113.95692341998887,112.39972857737008,113.48984751059656,114.09170170897283,117.0892604095724,114.81842606987654,113.25197660123756,115.80663752939121,118.42804212576951,117.69671682066023,116.43769496514713,118.4391946424021,117.0649485661305,116.43191436819458,118.75536203799118,117.72056668311593,113.92566906194898,108.47743082828597,108.54602666151511,108.01662056618433,110.144729134051,111.31952311066192,110.7469472619376,111.28894204345738,109.92710535524509,111.8322212541047,109.28185496574342,109.64087155879933,113.19754098325251,112.90332211954933,110.66585537383352,112.16796802710934,111.80348475741621,109.97955767879012,107.41740308290579,106.66352002324604,105.22862439344489,104.12785798167086,102.66759083631884,103.15104375503259,101.64754866618514,99.69195774652204,100.33170239623375,99.58411418758529,102.18606186421259,101.85034919977439,103.77864037612052,106.31942522634523,107.13818200825467,105.4088010468747,105.88133491177865,107.35059326727942,105.8933072318375,105.75230232142228,104.62083880005363,105.02521230294921,106.13360147258211,107.12004168137155,108.31001879952358,112.29732489558879,114.6483045660468,117.83205133939954,119.71310075020705,120.28792524274715,120.09589741466901,119.6862701968044,116.56400463759847,117.10854660051656,114.11577094103498
4,A,96.44456193282993,96.18595862024634,90.98739856537776,91.65410119049118,87.26329147916377,87.52045760217908,88.58702325885359,91.00775704036917,91.4017584385716,92.96712866078333,91.50123092814837,93.3529402351882,95.07477298677216,95.50248704843156,94.72303748147705,94.25577157294606,95.06565888506886,93.82309275728718,94.0845058730635,95.27424599725568,95.19244196838372,96.58475860455555,99.65877173610548,101.5202038650405,101.46322058108393,100.42272580173945,99.11927064629886,96.43831507661238,100.1970741504664,103.58182727063533,106.23584715431446,105.19109247562254,107.33692088787488,111.07770387727369,109.82926045045862,112.6589603471329,114.92748219362021,112.84342927971952,116.43446662343214,116.59681818895127,117.43209839898746,116.38410080174516,110.62871908607787,107.98437928582295,105.70151818111482,102.90937962769492,101.61885032790651,101.31201425754405,105.17663286745746,104.82950379648291,106.88974628615908,107.5795355584282,107.55938389445905,102.75462762774501,107.63813099316636,108.65450171354424,105.42084064086573,105.74050515585996,105.41208054482715,108.09973936001589,111.65974308310378,116.59679882279434,117.52752504301863,118.20943012113689,116.13270407796693,118.43911917253766,120.02621999181892,117.41945496055925,117.04527348673298,113.8403448564001,117.76168086696782,123.4222076273336,123.86073645194621,126.05338575320472,124.00900561048022,126.57101595161788,128.20907844892957,129.67846806644684,128.82572856853793,124.79119386335215,128.17788573313828,130.02234294106023,127.59589447315209,125.76787389514055,126.04780550066735,127.22972946789062,130.18770464232685,130.49848781652227,130.5887233884329,131.74503498170017,131.54204499175304,129.9450267820506,131.98574827967826,134.65037154953885,135.54343311727834,134.24413071408,133.32986244562525,134.4576856007317,135.4230638488845,135.8945506911916
5,A,99.07350335716183,99.59195942290906,97.1288517684896,97.53518138459316,94.49117311616787,92.22834582241981,91.93261885218443,92.13048692711145,89.5905522569613,90.74705499365115,92.17922241424577,92.69853160613368,92.15174138494,87.68396674929815,88.46197511941087,89.2401094765519,86.94473527877979,87.05899841627391,86.20546663897073,84.65124357411912,82.50354032434261,82.12965449796009,87.27127689799318,87.93412216703842,87.93924766577359,90.40225918009797,92.45169795578248,92.56109139674079,94.9709794590154,98.25599723743932,98.64330721466558,99.90776715506163,101.11838844165702,102.41938111046186,103.71221528193927,101.72007699660256,100.65528735829436,99.12375197787267,96.21898616539129,96.45833535449104,98.76503356140849,100.92771012595323,102.37106422158979,101.94810472208864,100.54765750742075,102.24611213442279,103.20352173703765,100.34929000509811,99.19455950601653,98.73584644273014,96.66970378380715,94.86914069987748,98.37557685341403,98.03312124139096,98.79682496982146,95.09300475146993,96.87303313091387,94.86209487848043,94.96387657696741,93.81007671446577,92.60819869642084,93.79446581870803,95.0452728713848,96.73362725083774,96.54941309855242,98.57544707410206,99.49375836624039,99.52215346891656,98.33756015811998,95.25102059212954,96.00707831715532,94.23131995729446,97.49390263884773,97.354853938846,97.69355297875622,98.15137946642284,96.95545380009413,96.92101262190918,99.66943650427511,99.1082086585278,98.37219674884943,97.65722085357069,99.10020135668816,98.68965619127405,98.71364998875771,94.9548792403831,94.70379092409266,96.47294992352377,92.887011760408,93.20306909188282,90.32577122951449,87.17690914347033,87.95299207504203,89.67382277595378,89.55617811662977,91.93188893720357,95.36806687065447,96.19008313281948,95.52138430156366,96.43872615270897
6,A,91.08668118954043,90.99190768377228,87.7728727128385,89.48192539371585,91.66864251164345,89.91370887959023,87.66123609681318,87.4217091616706,85.9321985188361,87.7882627679073,89.38860563327798,90.08353352780723,89.34078213731377,95.22260461260561,91.55803260446726,93.32145763530558,94.87181839699124,95.45119901504499,95.40241463689763,96.092603027756,95.74300898735197,97.19037230379803,97.52150886042124,97.9544258258195,99.94274218977182,98.05340413542996,97.25222828600425,98.72307932238022,97.2341555516943,101.48465525545411,104.0311935244298,104.27021193752802,104.27626158824252,105.30483256601454,108.03810844248888,105.27394856773452,107.37859302267617,109.9643710311864,108.95241530616197,106.46935241666199,105.22146140863273,107.84549554208083,106.79184073237815,105.9563190857831,108.4364881518839,108.30990611321387,107.2261296588652,107.25720260220712,104.23869122732705,104.17368254018508,104.78714773588356,107.31744263662195,107.3614380149128,107.96317909872462,109.98493527975396,109.48995003079528,110.98211801846992,110.93791325991768,106.12402885324144,102.17313725055162,106.21188654591604,105.1461955656518,107.35726054329065,108.49661590423743,105.66817051161897,105.46558036113004,102.85937473074215,104.31885765074394,101.50300891148224,104.72214580981382,104.19679388673133,106.09890681058214,102.96541013184208,104.09851479651584,103.49325636618926,103.76442449144018,103.13706970277987,104.04674961010727,103.27014686158246,105.66617992440197,107.81998650535562,107.59820108009042,109.54401437375188,108.9834242379197,108.31588772511437,111.97256906024866,113.88114177828902,109.23138670156723,109.79817051049247,113.45054581969934,114.02739706883715,114.70389216900648,115.83437204221994,115.55413705029859,117.19107568262253,116.38120590906667,114.74751640948668,112.50546161768199,111.56900530713982,112.07494831886574
7,A,102.5135264855318,100.83939694829778,102.01140617617055,100.6012860773353,100.98007208729284,97.88562609530722,98.34003900156998,100.09183945671406,98.92779190287197,95.198842718362,97.94805606567783,100.7953698303732,101.13178496640703,97.38019949958523,100.63103182782997,102.42376554742393,103.89202954662869,101.63297521424535,101.00244223206548,102.9530671270837,104.7144078020681,106.52289291957968,108.9827947050442,112.14604151947574,110.69708590249384,111.61492698561136,114.45779333274314,112.64333919626355,108.52861626608383,106.3769365149879,105.81731371788585,108.02082861830034,107.7082025742204,109.297845351749,107.4857261829008,104.86355300364986,105.87783289819019,108.56162392736152,106.89420692371274,105.64537119798662,106.8235758637632,104.88606731358696,101.79442481800133,105.57762359102419,105.29375477899806,103.18954431389797,101.89100900446242,102.76474686240752,99.78446729786782,99.97527269551244,98.29097376795386,96.89306363231233,95.17180213408736,94.68180721895556,95.22802452982577,91.89283039219195,90.2500634975625,90.67977341979795,86.70860223892781,86.60271610683085,85.06395225890465,87.22941762620424,86.17630394000065,90.06250315192752,90.39540045934093,91.65919548935092,92.79854311563552,92.2952502433189,89.49670751132987,86.84383037003705,89.12984253092343,86.42439953814484,82.52828926225743,81.96963470418174,84.86500917324904,83.50739647476087,82.77993197764283,84.88132648059458,86.56004306061656,87.9821989831506,86.58865510011562,88.55376042210105,88.15507135904728,90.01998753517374,89.60421208128166,90.2427569536037,92.00606153600557,93.03383693893058,89.27054113534004,86.84623536165235,86.29801212640422,88.25159551532154,88.03348322429231,86.97481756576009,84.97460850495077,84.74887491656628,85.15011958461473,86.23246157856954,89.91562380797734,92.35173772144388
8,A,107.22176975301582,109.45996368441735,109.12739322565264,109.57200243459589,110.08306516507785,112.14509008904724,109.96252124069004,107.44592194598408,110.0511504477349,111.03675433267198,112.89459234913086,112.88542565815298,112.74486729022291,111.37415751776962,117.59778285125424,120.2261051149198,118.48642826186529,119.16167300545997,119.67357181001536,121.13754750453668,123.0352181899479,121.1801269491297,120.33369803098788,119.56867184839119,121.38531273301892,118.94535229312808,119.63011496061051,122.7825257115231,122.40514475924837,119.32773080702657,124.5322294748174,126.38330675908824,127.97235068749596,127.92058906889855,123.09392828552792,119.85630436243257,119.66662495047595,119.35542704319549,117.10031697942317,114.32542400273147,113.7189180762271,116.16607508049391,115.01961239456381,113.41393136477484,113.20839459713748,112.19118635754754,112.8193965908449,112.83133552919769,114.52995459189111,117.32912156094268,116.50750281055656,120.32674437357026,118.63425567119269,117.41122481413187,117.0423924771992,117.60803418957612,115.35502417050697,117.46119087949192,115.16778712609492,110.62788108031972,111.60731668253115,111.22347574227761,113.43693780254846,111.69741277654165,114.55815255483336,112.48867144076634,115.62456519028818,114.86251706281755,114.91089655932961,110.71124723176973,109.89937380971944,107.65980226780444,105.23630648235894,104.37875051427866,104.3073388382602,103.25064870665382,103.64984539735116,101.10005934923299,103.83381977520503,101.7648472246018,104.27925746319092,105.60410441647967,104.85763833895552,103.16884281056149,102.68662910538399,104.28226896200249,102.2066360143582,103.81903534930892,104.80823227668982,104.81957216170873,106.02688329164431,106.3049015088504,106.1642058047931,107.68794324827724,109.89739419982031,113.73307330504635,114.68964802951383,114.50980134529802,114.74106736913463,114.41851503217583
9,A,83.12814732779268,82.64573304137586,83.22559320370279,85.74510668024429,82.54808545468487,83.50088465115674,84.80726755963148,82.71566697019112,82.61865168950182,81.67330346157087,80.2111607245516,82.56342622595432,80.80961726470235,81.35448040108646,83.641744631865,82.08064810893656,84.49101961178059,83.49396536207057,88.4162580871311,88.24033116774538,87.77886967636786,90.56624314521159,89.48845191902926,90.41131580628122,89.66768647419413,88.64138155074738,88.18094762584393,88.80169597184846,89.99223688337402,89.3390440459526,90.0503985297152,87.98255521242811,86.92462752772084,86.27228131400406,88.53631617148513,89.50876505238051,90.24236759052089,92.5971321417051,93.29073803573507,95.84474286517013,94.0230309115054,93.51072746317816,92.06061881543675,92.55007018233405,90.67598654442192,92.04261846559008,94.73085646680669,93.70649488692489,96.39156623955306,95.866351229358,95.01076830774431,92.3598677653902,92.70855831699474,95.45446357311893,92.50723651221912,90.67999298523785,93.85881863167658,89.97528147524629,89.82741422302196,89.71062269582848,90.77868959513069,87.97848325843128,87.34100480784268,87.32135130232176,87.1044918303157,90.34987492665627,90.50550979511308,87.7106664771285,89.99965483542535,90.6163302705711,88.88608868921456,93.43614631163346,89.36578170289259,90.78981378966259,92.31265053133902,91.05141788935222,92.09273198982778,92.59776516565512,88.54037117338099,88.30705664898002,90.15248203365857,89.91138682215112,90.16377585704605,89.23074874002236,90.89726948117507,88.21727391765612,85.50237871327565,82.69319098603312,82.51087523492706,78.10817266454904,80.45055281000447,83.04553311459836,81.48163583024417,80.93893015866553,82.08211758975992,86.0487136649759,87.1291261331241,83.19029508559304,86.24371336434429,89.95303392240949
